Survey,Quarter,Country,Ship,Gear,SweepLngt,GearExp,DoorType,StNo,HaulNo,Year,Month,Day,TimeShot,Stratum,HaulDur,DayNight,ShootLat,ShootLong,HaulLat,HaulLong,StatRec,Depth,HaulVal,StdSpecRecCode,BycSpecRecCode,DataType,Netopening,Rigging,Tickler,Distance,Warplngt,TowDir,WindDir,WindSpeed,SwellDir,SwellHeight,ICESArea,AphiaID,Species,SpecVal,Sex,SubFactor,LngtClass,HLNoAtLngt,NoPerHaul,BeamWidth,DistanceDerived,CPUE_number_per_hour,SweptArea_km2,CPUE_number_per_km2
BTS,3,GFR,SOL2,BT7,-9,-9,-9,749,23,2008,8,18,0721,-9,30,D,56.6268,5.0717,56.6268,5.1247,42F5,62,V,1,1,R,0.6000,T,5,3242,400,90,179,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,450,1.00,1.000000,7,3242,2.00,0.02,44.06
BTS,3,GFR,SOL2,BT7,-9,-9,-9,749,23,2008,8,18,0721,-9,30,D,56.6268,5.0717,56.6268,5.1247,42F5,62,V,1,1,R,0.6000,T,5,3242,400,90,179,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,460,1.00,1.000000,7,3242,2.00,0.02,44.06
BTS,3,GFR,SOL2,BT7,-9,-9,-9,749,23,2008,8,18,0721,-9,30,D,56.6268,5.0717,56.6268,5.1247,42F5,62,V,1,1,R,0.6000,T,5,3242,400,90,179,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,480,2.00,2.000000,7,3242,4.00,0.02,88.13
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,130,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,320,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,330,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,340,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,350,4.00,4.000000,7,3170,8.00,0.02,180.26
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,360,2.00,2.000000,7,3170,4.00,0.02,90.13
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,380,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,390,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,400,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,410,2.00,2.000000,7,3170,4.00,0.02,90.13
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,420,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,430,3.00,3.000000,7,3170,6.00,0.02,135.20
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,440,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,F,1.0000,470,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,100,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,150,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,160,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,240,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,270,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,300,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,340,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,350,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,360,2.00,2.000000,7,3170,4.00,0.02,90.13
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,410,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,420,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,750,24,2008,8,18,0953,-9,30,D,56.7418,4.8112,56.7703,4.8122,42F4,60,V,1,1,R,0.6000,T,5,3170,350,10,189,1,,,IVb,105865,Amblyraja radiata,1,M,1.0000,480,1.00,1.000000,7,3170,2.00,0.02,45.07
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,90,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,180,3.00,3.000000,7,3208,6.00,0.02,133.59
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,190,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,200,2.00,2.000000,7,3208,4.00,0.02,89.06
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,230,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,260,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,270,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,380,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,420,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,F,1.0000,440,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,90,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,170,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,200,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,220,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,250,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,270,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,290,2.00,2.000000,7,3208,4.00,0.02,89.06
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,340,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,350,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,360,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,751,25,2008,8,18,1151,-9,30,D,56.9363,4.8035,56.9652,4.8018,42F4,65,V,1,1,R,0.6000,T,5,3208,400,360,199,2,,,IVb,105865,Amblyraja radiata,1,M,1.0000,410,1.00,1.000000,7,3208,2.00,0.02,44.53
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,110,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,310,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,330,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,350,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,390,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,400,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,420,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,F,1.0000,430,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,100,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,270,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,360,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,380,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,390,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,410,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,420,2.00,2.000000,7,3227,4.00,0.02,88.54
BTS,3,GFR,SOL2,BT7,-9,-9,-9,752,26,2008,8,19,0338,-9,30,D,57.2010,4.0885,57.1995,4.1420,43F4,61,V,1,1,R,0.6000,T,5,3227,400,90,140,3,,,IVb,105865,Amblyraja radiata,1,M,1.0000,450,1.00,1.000000,7,3227,2.00,0.02,44.27
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,270,2.00,2.000000,7,3202,4.00,0.02,89.23
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,310,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,320,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,360,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,370,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,380,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,400,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,410,2.00,2.000000,7,3202,4.00,0.02,89.23
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,420,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,F,1.0000,430,2.00,2.000000,7,3202,4.00,0.02,89.23
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,M,1.0000,280,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,753,27,2008,8,19,0519,-9,30,D,57.2682,4.3728,57.2752,4.4245,43F4,61,V,1,1,R,0.6000,T,5,3202,400,70,157,5,,,IVb,105865,Amblyraja radiata,1,M,1.0000,390,1.00,1.000000,7,3202,2.00,0.02,44.61
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,F,1.0000,190,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,F,1.0000,420,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,M,1.0000,200,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,M,1.0000,340,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,M,1.0000,420,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,M,1.0000,430,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,754,28,2008,8,19,0910,-9,30,D,57.0418,5.1737,57.0423,5.2262,43F5,57,V,1,1,R,0.6000,T,5,3176,350,95,179,7,,,IVb,105865,Amblyraja radiata,1,M,1.0000,460,1.00,1.000000,7,3176,2.00,0.02,44.98
BTS,3,GFR,SOL2,BT7,-9,-9,-9,755,29,2008,8,19,1029,-9,30,D,57.1080,5.3010,57.1087,5.3547,43F5,54,V,1,1,R,0.6000,T,5,3242,350,90,183,7,,,IVb,105865,Amblyraja radiata,1,F,1.0000,200,1.00,1.000000,7,3242,2.00,0.02,44.06
